scenario,hour,energy_price,bus_1,bus_2,bus_3,bus_4,bus_5,bus_6,bus_7,bus_8,bus_9,bus_10,bus_11,bus_12,bus_13,bus_14,bus_15,bus_16,bus_17,bus_18,bus_19,bus_20,bus_21,bus_22,bus_23,bus_24,bus_25,bus_26,bus_27,bus_28,bus_29,bus_30,bus_31,bus_32,bus_33,bus_34,bus_35,bus_36,bus_37,bus_38,bus_39
0,1,29.4952,43.8955,8.1040,26.9265,28.2741,29.4765,29.4952,30.1305,30.4482,36.1045,28.7456,28.9877,28.7456,28.5034,27.8784,25.8700,25.0000,24.1763,25.2252,25.0000,25.0000,25.0000,25.0000,25.0000,25.0000,10.0000,17.1212,20.3621,17.1212,17.1212,5.0000,29.4952,10.0000,25.0000,25.0000,10.0000,25.0000,10.0000,10.0000,40.0000
0,2,29.4952,43.8955,8.1040,26.9265,28.2741,29.4765,29.4952,30.1305,30.4482,36.1045,28.7456,28.9877,28.7456,28.5034,27.8784,25.8700,25.0000,24.1763,25.2252,25.0000,25.0000,25.0000,25.0000,25.0000,25.0000,10.0000,17.1212,20.3621,17.1212,17.1212,5.0000,29.4952,10.0000,25.0000,25.0000,10.0000,25.0000,10.0000,10.0000,40.0000
0,3,29.4952,43.8955,8.1040,26.9265,28.2741,29.4765,29.4952,30.1305,30.4482,36.1045,28.7456,28.9877,28.7456,28.5034,27.8784,25.8700,25.0000,24.1763,25.2252,25.0000,25.0000,25.0000,25.0000,25.0000,25.0000,10.0000,17.1212,20.3621,17.1212,17.1212,5.0000,29.4952,10.0000,25.0000,25.0000,10.0000,25.0000,10.0000,10.0000,40.0000
0,4,29.4952,43.8955,8.1040,26.9265,28.2741,29.4765,29.4952,30.1305,30.4482,36.1045,28.7456,28.9877,28.7456,28.5034,27.8784,25.8700,25.0000,24.1763,25.2252,25.0000,25.0000,25.0000,25.0000,25.0000,25.0000,10.0000,17.1212,20.3621,17.1212,17.1212,5.0000,29.4952,10.0000,25.0000,25.0000,10.0000,25.0000,10.0000,10.0000,40.0000
0,5,29.4952,43.8955,8.1040,26.9265,28.2741,29.4765,29.4952,30.1305,30.4482,36.1045,28.7456,28.9877,28.7456,28.5034,27.8784,25.8700,25.0000,24.1763,25.2252,25.0000,25.0000,25.0000,25.0000,25.0000,25.0000,10.0000,17.1212,20.3621,17.1212,17.1212,5.0000,29.4952,10.0000,25.0000,25.0000,10.0000,25.0000,10.0000,10.0000,40.0000
0,6,29.4952,43.8955,8.1040,26.9265,28.2741,29.4765,29.4952,30.1305,30.4482,36.1045,28.7456,28.9877,28.7456,28.5034,27.8784,25.8700,25.0000,24.1763,25.2252,25.0000,25.0000,25.0000,25.0000,25.0000,25.0000,10.0000,17.1212,20.3621,17.1212,17.1212,5.0000,29.4952,10.0000,25.0000,25.0000,10.0000,25.0000,10.0000,10.0000,40.0000
0,7,29.4952,43.8955,8.1040,26.9265,28.2741,29.4765,29.4952,30.1305,30.4482,36.1045,28.7456,28.9877,28.7456,28.5034,27.8784,25.8700,25.0000,24.1763,25.2252,25.0000,25.0000,25.0000,25.0000,25.0000,25.0000,10.0000,17.1212,20.3621,17.1212,17.1212,5.0000,29.4952,10.0000,25.0000,25.0000,10.0000,25.0000,10.0000,10.0000,40.0000
0,8,71.5100,29.0370,5.7358,57.0904,52.2551,68.0363,71.5100,68.4242,66.8814,50.9630,10.0000,3.4594,10.0000,16.5406,33.4221,38.0118,40.0000,41.8824,47.6827,25.0000,25.0000,40.0000,40.0000,40.0000,40.0000,10.0000,26.0156,33.3044,26.0156,26.0156,5.0000,71.5100,10.0000,25.0000,25.0000,10.0000,40.0000,10.0000,10.0000,40.0000
0,9,71.5100,29.0370,5.7358,57.0904,52.2551,68.0363,71.5100,68.4242,66.8814,50.9630,10.0000,3.4594,10.0000,16.5406,33.4221,38.0118,40.0000,41.8824,47.6827,25.0000,25.0000,40.0000,40.0000,40.0000,40.0000,10.0000,26.0156,33.3044,26.0156,26.0156,5.0000,71.5100,10.0000,25.0000,25.0000,10.0000,40.0000,10.0000,10.0000,40.0000
0,10,71.5100,29.0370,5.7358,57.0904,52.2551,68.0363,71.5100,68.4242,66.8814,50.9630,10.0000,3.4594,10.0000,16.5406,33.4221,38.0118,40.0000,41.8824,47.6827,25.0000,25.0000,40.0000,40.0000,40.0000,40.0000,10.0000,26.0156,33.3044,26.0156,26.0156,5.0000,71.5100,10.0000,25.0000,25.0000,10.0000,40.0000,10.0000,10.0000,40.0000
